NO,REGION,DISTRICT,TOWNSHIP,TS_PCODE,YEAR,P_KINDS,MATURE,SEASON,P_ACRE,H_ACRE,Y_ACRE,Y_TIN
492,Mandalay,Pyinoolwin,Thabeikkyin,MMR010012,2016-2017,Emahta,Early,Hot,0,0,0,0
493,Mandalay,Pyinoolwin,Takaung,MMR010012702,2016-2017,Emahta,Early,Hot,0,0,0,0
494,Mandalay,Kyaukse,Kyaukse,MMR010013,2016-2017,Emahta,Early,Hot,2896,0,0,0
495,Mandalay,Kyaukse,Sintgaing,MMR010014,2016-2017,Emahta,Early,Hot,102,0,0,0
496,Mandalay,Kyaukse,Myittha,MMR010015,2016-2017,Emahta,Early,Hot,1928,0,0,0
497,Mandalay,Kyaukse,Tada-U,MMR010016,2016-2017,Emahta,Early,Hot,245,0,0,0
498,Mandalay,Meiktila,Meiktila,MMR010028,2016-2017,Emahta,Early,Hot,372,0,0,0
499,Mandalay,Meiktila,Mahlaing,MMR010029,2016-2017,Emahta,Early,Hot,109,0,0,0
500,Mandalay,Meiktila,Thazi,MMR010030,2016-2017,Emahta,Early,Hot,1631,0,0,0
501,Mandalay,Meiktila,Wundwin,MMR010031,2016-2017,Emahta,Early,Hot,2010,0,0,0
502,Mandalay,Myingyan,Myingyan,MMR010017,2016-2017,Emahta,Early,Hot,1068,0,0,0
503,Mandalay,Myingyan,Taungtha,MMR010018,2016-2017,Emahta,Early,Hot,233,0,0,0
504,Mandalay,Myingyan,Natogyi,MMR010019,2016-2017,Emahta,Early,Hot,58,0,0,0
505,Mandalay,Myingyan,Ngazun,MMR010021,2016-2017,Emahta,Early,Hot,55,0,0,0
506,Mandalay,Nyaung-U,Nyaung-U,MMR010022,2016-2017,Emahta,Early,Hot,263,0,0,0
507,Mandalay,Nyaung-U,Kyaukpadaung,MMR010020,2016-2017,Emahta,Early,Hot,283,0,0,0
508,Mandalay,Nyaung-U,Ngathayauk,MMR010022703,2016-2017,Emahta,Early,Hot,0,0,0,0
509,Mandalay,Yamethin,Yamethin,MMR010023,2016-2017,Emahta,Early,Hot,3024,0,0,0
510,Mandalay,Yamethin,Pyawbwe,MMR010024,2016-2017,Emahta,Early,Hot,39,0,0,0
511,Mandalay,Mandalay,Aungmyethazan,MMR010001,2016-2017,Letyezin,Medium,Rain,0,0,0,0
512,Mandalay,Mandalay,Chanayethazan,MMR010002,2016-2017,Letyezin,Medium,Rain,0,0,0,0
513,Mandalay,Mandalay,Mahaaungmye,MMR010003,2016-2017,Letyezin,Medium,Rain,0,0,0,0
514,Mandalay,Mandalay,Chanmyathazi,MMR010004,2016-2017,Letyezin,Medium,Rain,0,0,0,0
515,Mandalay,Mandalay,Pyigyidagon,MMR010005,2016-2017,Letyezin,Medium,Rain,0,0,0,0
516,Mandalay,Mandalay,Amarapura,MMR010006,2016-2017,Letyezin,Medium,Rain,0,0,0,0
517,Mandalay,Mandalay,Patheingyi,MMR010007,2016-2017,Letyezin,Medium,Rain,0,0,0,0
518,Mandalay,Pyinoolwin,Pyinoolwin,MMR010008,2016-2017,Letyezin,Medium,Rain,0,0,0,0
519,Mandalay,Pyinoolwin,Madaya,MMR010009,2016-2017,Letyezin,Medium,Rain,0,0,0,0
520,Mandalay,Pyinoolwin,Singu,MMR010010,2016-2017,Letyezin,Medium,Rain,0,0,0,0
521,Mandalay,Pyinoolwin,Mogok,MMR010011,2016-2017,Letyezin,Medium,Rain,0,0,0,0
522,Mandalay,Pyinoolwin,Thabeikkyin,MMR010012,2016-2017,Letyezin,Medium,Rain,950,950,79.89,75900
523,Mandalay,Pyinoolwin,Takaung,MMR010012702,2016-2017,Letyezin,Medium,Rain,0,0,0,0
524,Mandalay,Kyaukse,Kyaukse,MMR010013,2016-2017,Letyezin,Medium,Rain,0,0,0,0
525,Mandalay,Kyaukse,Sintgaing,MMR010014,2016-2017,Letyezin,Medium,Rain,0,0,0,0
526,Mandalay,Kyaukse,Myittha,MMR010015,2016-2017,Letyezin,Medium,Rain,0,0,0,0
527,Mandalay,Kyaukse,Tada-U,MMR010016,2016-2017,Letyezin,Medium,Rain,0,0,0,0
528,Mandalay,Meiktila,Meiktila,MMR010028,2016-2017,Letyezin,Medium,Rain,0,0,0,0
529,Mandalay,Meiktila,Mahlaing,MMR010029,2016-2017,Letyezin,Medium,Rain,0,0,0,0
530,Mandalay,Meiktila,Thazi,MMR010030,2016-2017,Letyezin,Medium,Rain,0,0,0,0
531,Mandalay,Meiktila,Wundwin,MMR010031,2016-2017,Letyezin,Medium,Rain,0,0,0,0
532,Mandalay,Myingyan,Myingyan,MMR010017,2016-2017,Letyezin,Medium,Rain,0,0,0,0
533,Mandalay,Myingyan,Taungtha,MMR010018,2016-2017,Letyezin,Medium,Rain,0,0,0,0
534,Mandalay,Myingyan,Natogyi,MMR010019,2016-2017,Letyezin,Medium,Rain,0,0,0,0
535,Mandalay,Myingyan,Ngazun,MMR010021,2016-2017,Letyezin,Medium,Rain,0,0,0,0
536,Mandalay,Nyaung-U,Nyaung-U,MMR010022,2016-2017,Letyezin,Medium,Rain,0,0,0,0
537,Mandalay,Nyaung-U,Kyaukpadaung,MMR010020,2016-2017,Letyezin,Medium,Rain,4525,4525,56.85,257240
538,Mandalay,Nyaung-U,Ngathayauk,MMR010022703,2016-2017,Letyezin,Medium,Rain,0,0,0,0
539,Mandalay,Yamethin,Yamethin,MMR010023,2016-2017,Letyezin,Medium,Rain,0,0,0,0
540,Mandalay,Yamethin,Pyawbwe,MMR010024,2016-2017,Letyezin,Medium,Rain,0,0,0,0
541,Mandalay,Mandalay,Aungmyethazan,MMR010001,2016-2017,Letyezin,Early,Rain,5,5,89.8,449
542,Mandalay,Mandalay,Chanayethazan,MMR010002,2016-2017,Letyezin,Early,Rain,0,0,0,0
543,Mandalay,Mandalay,Mahaaungmye,MMR010003,2016-2017,Letyezin,Early,Rain,0,0,0,0
544,Mandalay,Mandalay,Chanmyathazi,MMR010004,2016-2017,Letyezin,Early,Rain,0,0,0,0
545,Mandalay,Mandalay,Pyigyidagon,MMR010005,2016-2017,Letyezin,Early,Rain,0,0,0,0
546,Mandalay,Mandalay,Amarapura,MMR010006,2016-2017,Letyezin,Early,Rain,42,42,93.55,3929
547,Mandalay,Mandalay,Patheingyi,MMR010007,2016-2017,Letyezin,Early,Rain,1797,1797,95.5,171614
548,Mandalay,Pyinoolwin,Pyinoolwin,MMR010008,2016-2017,Letyezin,Early,Rain,0,0,0,0
549,Mandalay,Pyinoolwin,Madaya,MMR010009,2016-2017,Letyezin,Early,Rain,3526,3526,96.92,341754
550,Mandalay,Pyinoolwin,Singu,MMR010010,2016-2017,Letyezin,Early,Rain,13537,13537,84.23,1140226
551,Mandalay,Pyinoolwin,Mogok,MMR010011,2016-2017,Letyezin,Early,Rain,0,0,0,0
552,Mandalay,Pyinoolwin,Thabeikkyin,MMR010012,2016-2017,Letyezin,Early,Rain,3450,3450,80.97,279356
553,Mandalay,Pyinoolwin,Takaung,MMR010012702,2016-2017,Letyezin,Early,Rain,2762,2762,71.84,198422
554,Mandalay,Kyaukse,Kyaukse,MMR010013,2016-2017,Letyezin,Early,Rain,14744,14744,106.53,1500396
555,Mandalay,Kyaukse,Sintgaing,MMR010014,2016-2017,Letyezin,Early,Rain,3900,3789,96.74,369526
556,Mandalay,Kyaukse,Myittha,MMR010015,2016-2017,Letyezin,Early,Rain,21196,21196,102.68,2199140
557,Mandalay,Kyaukse,Tada-U,MMR010016,2016-2017,Letyezin,Early,Rain,7421,7421,96.71,695583
558,Mandalay,Meiktila,Meiktila,MMR010028,2016-2017,Letyezin,Early,Rain,6012,6012,68.68,409016
559,Mandalay,Meiktila,Mahlaing,MMR010029,2016-2017,Letyezin,Early,Rain,2271,2271,58.29,131894
560,Mandalay,Meiktila,Thazi,MMR010030,2016-2017,Letyezin,Early,Rain,26669,26506,64.58,1701647
561,Mandalay,Meiktila,Wundwin,MMR010031,2016-2017,Letyezin,Early,Rain,48748,48533,70.33,3730358
562,Mandalay,Myingyan,Myingyan,MMR010017,2016-2017,Letyezin,Early,Rain,1307,1307,76.05,101141
563,Mandalay,Myingyan,Taungtha,MMR010018,2016-2017,Letyezin,Early,Rain,2076,2076,78.3,167117
564,Mandalay,Myingyan,Natogyi,MMR010019,2016-2017,Letyezin,Early,Rain,10686,10685,62.46,703258
565,Mandalay,Myingyan,Ngazun,MMR010021,2016-2017,Letyezin,Early,Rain,5160,5160,79.96,420801
566,Mandalay,Nyaung-U,Nyaung-U,MMR010022,2016-2017,Letyezin,Early,Rain,759,759,78,59200
567,Mandalay,Nyaung-U,Kyaukpadaung,MMR010020,2016-2017,Letyezin,Early,Rain,11221,11221,75.52,847418
568,Mandalay,Nyaung-U,Ngathayauk,MMR010022703,2016-2017,Letyezin,Early,Rain,10,10,89.7,897
569,Mandalay,Yamethin,Yamethin,MMR010023,2016-2017,Letyezin,Early,Rain,36307,36216,64.97,2541520
570,Mandalay,Yamethin,Pyawbwe,MMR010024,2016-2017,Letyezin,Early,Rain,28485,28485,53.99,1930860
571,Mandalay,Mandalay,Aungmyethazan,MMR010001,2016-2017,Letyezin,Medium,Hot,0,0,0,0
572,Mandalay,Mandalay,Chanayethazan,MMR010002,2016-2017,Letyezin,Medium,Hot,0,0,0,0
573,Mandalay,Mandalay,Mahaaungmye,MMR010003,2016-2017,Letyezin,Medium,Hot,0,0,0,0
574,Mandalay,Mandalay,Chanmyathazi,MMR010004,2016-2017,Letyezin,Medium,Hot,0,0,0,0
575,Mandalay,Mandalay,Pyigyidagon,MMR010005,2016-2017,Letyezin,Medium,Hot,0,0,0,0
576,Mandalay,Mandalay,Amarapura,MMR010006,2016-2017,Letyezin,Medium,Hot,0,0,0,0
577,Mandalay,Mandalay,Patheingyi,MMR010007,2016-2017,Letyezin,Medium,Hot,0,0,0,0
578,Mandalay,Pyinoolwin,Pyinoolwin,MMR010008,2016-2017,Letyezin,Medium,Hot,0,0,0,0
579,Mandalay,Pyinoolwin,Madaya,MMR010009,2016-2017,Letyezin,Medium,Hot,0,0,0,0
580,Mandalay,Pyinoolwin,Singu,MMR010010,2016-2017,Letyezin,Medium,Hot,0,0,0,0
581,Mandalay,Pyinoolwin,Mogok,MMR010011,2016-2017,Letyezin,Medium,Hot,0,0,0,0
582,Mandalay,Pyinoolwin,Thabeikkyin,MMR010012,2016-2017,Letyezin,Medium,Hot,0,0,0,0
583,Mandalay,Pyinoolwin,Takaung,MMR010012702,2016-2017,Letyezin,Medium,Hot,0,0,0,0
584,Mandalay,Kyaukse,Kyaukse,MMR010013,2016-2017,Letyezin,Medium,Hot,0,0,0,0
585,Mandalay,Kyaukse,Sintgaing,MMR010014,2016-2017,Letyezin,Medium,Hot,0,0,0,0
586,Mandalay,Kyaukse,Myittha,MMR010015,2016-2017,Letyezin,Medium,Hot,0,0,0,0
587,Mandalay,Kyaukse,Tada-U,MMR010016,2016-2017,Letyezin,Medium,Hot,0,0,0,0
588,Mandalay,Meiktila,Meiktila,MMR010028,2016-2017,Letyezin,Medium,Hot,0,0,0,0
589,Mandalay,Meiktila,Mahlaing,MMR010029,2016-2017,Letyezin,Medium,Hot,0,0,0,0
590,Mandalay,Meiktila,Thazi,MMR010030,2016-2017,Letyezin,Medium,Hot,0,0,0,0
591,Mandalay,Meiktila,Wundwin,MMR010031,2016-2017,Letyezin,Medium,Hot,0,0,0,0
592,Mandalay,Myingyan,Myingyan,MMR010017,2016-2017,Letyezin,Medium,Hot,0,0,0,0
593,Mandalay,Myingyan,Taungtha,MMR010018,2016-2017,Letyezin,Medium,Hot,0,0,0,0
594,Mandalay,Myingyan,Natogyi,MMR010019,2016-2017,Letyezin,Medium,Hot,0,0,0,0
595,Mandalay,Myingyan,Ngazun,MMR010021,2016-2017,Letyezin,Medium,Hot,0,0,0,0
596,Mandalay,Nyaung-U,Nyaung-U,MMR010022,2016-2017,Letyezin,Medium,Hot,0,0,0,0
597,Mandalay,Nyaung-U,Kyaukpadaung,MMR010020,2016-2017,Letyezin,Medium,Hot,0,0,0,0
598,Mandalay,Nyaung-U,Ngathayauk,MMR010022703,2016-2017,Letyezin,Medium,Hot,0,0,0,0
599,Mandalay,Yamethin,Yamethin,MMR010023,2016-2017,Letyezin,Medium,Hot,0,0,0,0
600,Mandalay,Yamethin,Pyawbwe,MMR010024,2016-2017,Letyezin,Medium,Hot,0,0,0,0
601,Mandalay,Mandalay,Aungmyethazan,MMR010001,2016-2017,Letyezin,Early,Hot,0,0,0,0
602,Mandalay,Mandalay,Chanayethazan,MMR010002,2016-2017,Letyezin,Early,Hot,0,0,0,0
603,Mandalay,Mandalay,Mahaaungmye,MMR010003,2016-2017,Letyezin,Early,Hot,0,0,0,0
604,Mandalay,Mandalay,Chanmyathazi,MMR010004,2016-2017,Letyezin,Early,Hot,0,0,0,0
605,Mandalay,Mandalay,Pyigyidagon,MMR010005,2016-2017,Letyezin,Early,Hot,58,0,0,0
606,Mandalay,Mandalay,Amarapura,MMR010006,2016-2017,Letyezin,Early,Hot,867,0,0,0
607,Mandalay,Mandalay,Patheingyi,MMR010007,2016-2017,Letyezin,Early,Hot,377,0,0,0
608,Mandalay,Pyinoolwin,Pyinoolwin,MMR010008,2016-2017,Letyezin,Early,Hot,0,0,0,0
609,Mandalay,Pyinoolwin,Madaya,MMR010009,2016-2017,Letyezin,Early,Hot,7655,0,0,0
610,Mandalay,Pyinoolwin,Singu,MMR010010,2016-2017,Letyezin,Early,Hot,5222,0,0,0
611,Mandalay,Pyinoolwin,Mogok,MMR010011,2016-2017,Letyezin,Early,Hot,0,0,0,0
612,Mandalay,Pyinoolwin,Thabeikkyin,MMR010012,2016-2017,Letyezin,Early,Hot,1116,0,0,0
613,Mandalay,Pyinoolwin,Takaung,MMR010012702,2016-2017,Letyezin,Early,Hot,46,0,0,0
614,Mandalay,Kyaukse,Kyaukse,MMR010013,2016-2017,Letyezin,Early,Hot,4728,0,0,0
615,Mandalay,Kyaukse,Sintgaing,MMR010014,2016-2017,Letyezin,Early,Hot,2305,0,0,0
616,Mandalay,Kyaukse,Myittha,MMR010015,2016-2017,Letyezin,Early,Hot,1378,0,0,0
617,Mandalay,Kyaukse,Tada-U,MMR010016,2016-2017,Letyezin,Early,Hot,50,0,0,0
618,Mandalay,Meiktila,Meiktila,MMR010028,2016-2017,Letyezin,Early,Hot,1176,0,0,0
619,Mandalay,Meiktila,Mahlaing,MMR010029,2016-2017,Letyezin,Early,Hot,47,0,0,0
620,Mandalay,Meiktila,Thazi,MMR010030,2016-2017,Letyezin,Early,Hot,0,0,0,0
621,Mandalay,Meiktila,Wundwin,MMR010031,2016-2017,Letyezin,Early,Hot,107,0,0,0
622,Mandalay,Myingyan,Myingyan,MMR010017,2016-2017,Letyezin,Early,Hot,712,0,0,0
623,Mandalay,Myingyan,Taungtha,MMR010018,2016-2017,Letyezin,Early,Hot,264,0,0,0
624,Mandalay,Myingyan,Natogyi,MMR010019,2016-2017,Letyezin,Early,Hot,901,0,0,0
625,Mandalay,Myingyan,Ngazun,MMR010021,2016-2017,Letyezin,Early,Hot,1334,0,0,0
626,Mandalay,Nyaung-U,Nyaung-U,MMR010022,2016-2017,Letyezin,Early,Hot,165,0,0,0
627,Mandalay,Nyaung-U,Kyaukpadaung,MMR010020,2016-2017,Letyezin,Early,Hot,2014,0,0,0
628,Mandalay,Nyaung-U,Ngathayauk,MMR010022703,2016-2017,Letyezin,Early,Hot,0,0,0,0
629,Mandalay,Yamethin,Yamethin,MMR010023,2016-2017,Letyezin,Early,Hot,0,0,0,0
630,Mandalay,Yamethin,Pyawbwe,MMR010024,2016-2017,Letyezin,Early,Hot,1160,0,0,0
631,Mandalay,Mandalay,Aungmyethazan,MMR010001,2016-2017,Ngasein,Old,Rain,0,0,0,0
632,Mandalay,Mandalay,Chanayethazan,MMR010002,2016-2017,Ngasein,Old,Rain,0,0,0,0
633,Mandalay,Mandalay,Mahaaungmye,MMR010003,2016-2017,Ngasein,Old,Rain,0,0,0,0
634,Mandalay,Mandalay,Chanmyathazi,MMR010004,2016-2017,Ngasein,Old,Rain,0,0,0,0
635,Mandalay,Mandalay,Pyigyidagon,MMR010005,2016-2017,Ngasein,Old,Rain,0,0,0,0
636,Mandalay,Mandalay,Amarapura,MMR010006,2016-2017,Ngasein,Old,Rain,0,0,0,0
637,Mandalay,Mandalay,Patheingyi,MMR010007,2016-2017,Ngasein,Old,Rain,0,0,0,0
638,Mandalay,Pyinoolwin,Pyinoolwin,MMR010008,2016-2017,Ngasein,Old,Rain,0,0,0,0
639,Mandalay,Pyinoolwin,Madaya,MMR010009,2016-2017,Ngasein,Old,Rain,0,0,0,0
640,Mandalay,Pyinoolwin,Singu,MMR010010,2016-2017,Ngasein,Old,Rain,0,0,0,0
641,Mandalay,Pyinoolwin,Mogok,MMR010011,2016-2017,Ngasein,Old,Rain,0,0,0,0
642,Mandalay,Pyinoolwin,Thabeikkyin,MMR010012,2016-2017,Ngasein,Old,Rain,0,0,0,0
643,Mandalay,Pyinoolwin,Takaung,MMR010012702,2016-2017,Ngasein,Old,Rain,0,0,0,0
644,Mandalay,Kyaukse,Kyaukse,MMR010013,2016-2017,Ngasein,Old,Rain,0,0,0,0
645,Mandalay,Kyaukse,Sintgaing,MMR010014,2016-2017,Ngasein,Old,Rain,0,0,0,0
646,Mandalay,Kyaukse,Myittha,MMR010015,2016-2017,Ngasein,Old,Rain,0,0,0,0
647,Mandalay,Kyaukse,Tada-U,MMR010016,2016-2017,Ngasein,Old,Rain,0,0,0,0
648,Mandalay,Meiktila,Meiktila,MMR010028,2016-2017,Ngasein,Old,Rain,0,0,0,0
649,Mandalay,Meiktila,Mahlaing,MMR010029,2016-2017,Ngasein,Old,Rain,0,0,0,0
650,Mandalay,Meiktila,Thazi,MMR010030,2016-2017,Ngasein,Old,Rain,0,0,0,0
651,Mandalay,Meiktila,Wundwin,MMR010031,2016-2017,Ngasein,Old,Rain,0,0,0,0
652,Mandalay,Myingyan,Myingyan,MMR010017,2016-2017,Ngasein,Old,Rain,0,0,0,0
653,Mandalay,Myingyan,Taungtha,MMR010018,2016-2017,Ngasein,Old,Rain,0,0,0,0
654,Mandalay,Myingyan,Natogyi,MMR010019,2016-2017,Ngasein,Old,Rain,0,0,0,0
655,Mandalay,Myingyan,Ngazun,MMR010021,2016-2017,Ngasein,Old,Rain,0,0,0,0
656,Mandalay,Nyaung-U,Nyaung-U,MMR010022,2016-2017,Ngasein,Old,Rain,0,0,0,0
657,Mandalay,Nyaung-U,Kyaukpadaung,MMR010020,2016-2017,Ngasein,Old,Rain,0,0,0,0
658,Mandalay,Nyaung-U,Ngathayauk,MMR010022703,2016-2017,Ngasein,Old,Rain,0,0,0,0
659,Mandalay,Yamethin,Yamethin,MMR010023,2016-2017,Ngasein,Old,Rain,0,0,0,0
660,Mandalay,Yamethin,Pyawbwe,MMR010024,2016-2017,Ngasein,Old,Rain,0,0,0,0
661,Mandalay,Mandalay,Aungmyethazan,MMR010001,2016-2017,Ngasein,Medium,Rain,0,0,0,0
662,Mandalay,Mandalay,Chanayethazan,MMR010002,2016-2017,Ngasein,Medium,Rain,0,0,0,0
663,Mandalay,Mandalay,Mahaaungmye,MMR010003,2016-2017,Ngasein,Medium,Rain,0,0,0,0
664,Mandalay,Mandalay,Chanmyathazi,MMR010004,2016-2017,Ngasein,Medium,Rain,0,0,0,0
665,Mandalay,Mandalay,Pyigyidagon,MMR010005,2016-2017,Ngasein,Medium,Rain,0,0,0,0
666,Mandalay,Mandalay,Amarapura,MMR010006,2016-2017,Ngasein,Medium,Rain,0,0,0,0
667,Mandalay,Mandalay,Patheingyi,MMR010007,2016-2017,Ngasein,Medium,Rain,0,0,0,0
668,Mandalay,Pyinoolwin,Pyinoolwin,MMR010008,2016-2017,Ngasein,Medium,Rain,0,0,0,0
669,Mandalay,Pyinoolwin,Madaya,MMR010009,2016-2017,Ngasein,Medium,Rain,10708,10708,115.54,1237200
670,Mandalay,Pyinoolwin,Singu,MMR010010,2016-2017,Ngasein,Medium,Rain,0,0,0,0
671,Mandalay,Pyinoolwin,Mogok,MMR010011,2016-2017,Ngasein,Medium,Rain,0,0,0,0
672,Mandalay,Pyinoolwin,Thabeikkyin,MMR010012,2016-2017,Ngasein,Medium,Rain,0,0,0,0
673,Mandalay,Pyinoolwin,Takaung,MMR010012702,2016-2017,Ngasein,Medium,Rain,0,0,0,0
674,Mandalay,Kyaukse,Kyaukse,MMR010013,2016-2017,Ngasein,Medium,Rain,0,0,0,0
675,Mandalay,Kyaukse,Sintgaing,MMR010014,2016-2017,Ngasein,Medium,Rain,0,0,0,0
676,Mandalay,Kyaukse,Myittha,MMR010015,2016-2017,Ngasein,Medium,Rain,0,0,0,0
677,Mandalay,Kyaukse,Tada-U,MMR010016,2016-2017,Ngasein,Medium,Rain,0,0,0,0
678,Mandalay,Meiktila,Meiktila,MMR010028,2016-2017,Ngasein,Medium,Rain,4872,4823,52.97,255454
679,Mandalay,Meiktila,Mahlaing,MMR010029,2016-2017,Ngasein,Medium,Rain,1297,1297,51.07,66234
680,Mandalay,Meiktila,Thazi,MMR010030,2016-2017,Ngasein,Medium,Rain,10632,10632,60.48,643033
681,Mandalay,Meiktila,Wundwin,MMR010031,2016-2017,Ngasein,Medium,Rain,9157,9157,42.11,385601
682,Mandalay,Myingyan,Myingyan,MMR010017,2016-2017,Ngasein,Medium,Rain,0,0,0,0
683,Mandalay,Myingyan,Taungtha,MMR010018,2016-2017,Ngasein,Medium,Rain,0,0,0,0
684,Mandalay,Myingyan,Natogyi,MMR010019,2016-2017,Ngasein,Medium,Rain,1661,1661,62.66,104076
685,Mandalay,Myingyan,Ngazun,MMR010021,2016-2017,Ngasein,Medium,Rain,0,0,0,0
686,Mandalay,Nyaung-U,Nyaung-U,MMR010022,2016-2017,Ngasein,Medium,Rain,0,0,0,0
687,Mandalay,Nyaung-U,Kyaukpadaung,MMR010020,2016-2017,Ngasein,Medium,Rain,0,0,0,0
688,Mandalay,Nyaung-U,Ngathayauk,MMR010022703,2016-2017,Ngasein,Medium,Rain,0,0,0,0
689,Mandalay,Yamethin,Yamethin,MMR010023,2016-2017,Ngasein,Medium,Rain,0,0,0,0
690,Mandalay,Yamethin,Pyawbwe,MMR010024,2016-2017,Ngasein,Medium,Rain,0,0,0,0
691,Mandalay,Mandalay,Aungmyethazan,MMR010001,2016-2017,Ngasein,Early,Rain,0,0,0,0
692,Mandalay,Mandalay,Chanayethazan,MMR010002,2016-2017,Ngasein,Early,Rain,0,0,0,0
693,Mandalay,Mandalay,Mahaaungmye,MMR010003,2016-2017,Ngasein,Early,Rain,0,0,0,0
694,Mandalay,Mandalay,Chanmyathazi,MMR010004,2016-2017,Ngasein,Early,Rain,0,0,0,0
695,Mandalay,Mandalay,Pyigyidagon,MMR010005,2016-2017,Ngasein,Early,Rain,0,0,0,0
696,Mandalay,Mandalay,Amarapura,MMR010006,2016-2017,Ngasein,Early,Rain,0,0,0,0
697,Mandalay,Mandalay,Patheingyi,MMR010007,2016-2017,Ngasein,Early,Rain,0,0,0,0
698,Mandalay,Pyinoolwin,Pyinoolwin,MMR010008,2016-2017,Ngasein,Early,Rain,0,0,0,0
699,Mandalay,Pyinoolwin,Madaya,MMR010009,2016-2017,Ngasein,Early,Rain,0,0,0,0
700,Mandalay,Pyinoolwin,Singu,MMR010010,2016-2017,Ngasein,Early,Rain,8644,8644,56.99,492622
701,Mandalay,Pyinoolwin,Mogok,MMR010011,2016-2017,Ngasein,Early,Rain,0,0,0,0
702,Mandalay,Pyinoolwin,Thabeikkyin,MMR010012,2016-2017,Ngasein,Early,Rain,0,0,0,0
703,Mandalay,Pyinoolwin,Takaung,MMR010012702,2016-2017,Ngasein,Early,Rain,0,0,0,0
704,Mandalay,Kyaukse,Kyaukse,MMR010013,2016-2017,Ngasein,Early,Rain,0,0,0,0
705,Mandalay,Kyaukse,Sintgaing,MMR010014,2016-2017,Ngasein,Early,Rain,0,0,0,0
706,Mandalay,Kyaukse,Myittha,MMR010015,2016-2017,Ngasein,Early,Rain,0,0,0,0
707,Mandalay,Kyaukse,Tada-U,MMR010016,2016-2017,Ngasein,Early,Rain,0,0,0,0
708,Mandalay,Meiktila,Meiktila,MMR010028,2016-2017,Ngasein,Early,Rain,0,0,0,0
709,Mandalay,Meiktila,Mahlaing,MMR010029,2016-2017,Ngasein,Early,Rain,0,0,0,0
710,Mandalay,Meiktila,Thazi,MMR010030,2016-2017,Ngasein,Early,Rain,0,0,0,0
711,Mandalay,Meiktila,Wundwin,MMR010031,2016-2017,Ngasein,Early,Rain,0,0,0,0
712,Mandalay,Myingyan,Myingyan,MMR010017,2016-2017,Ngasein,Early,Rain,0,0,0,0
713,Mandalay,Myingyan,Taungtha,MMR010018,2016-2017,Ngasein,Early,Rain,0,0,0,0
714,Mandalay,Myingyan,Natogyi,MMR010019,2016-2017,Ngasein,Early,Rain,0,0,0,0
715,Mandalay,Myingyan,Ngazun,MMR010021,2016-2017,Ngasein,Early,Rain,0,0,0,0
716,Mandalay,Nyaung-U,Nyaung-U,MMR010022,2016-2017,Ngasein,Early,Rain,0,0,0,0
717,Mandalay,Nyaung-U,Kyaukpadaung,MMR010020,2016-2017,Ngasein,Early,Rain,0,0,0,0
718,Mandalay,Nyaung-U,Ngathayauk,MMR010022703,2016-2017,Ngasein,Early,Rain,0,0,0,0
719,Mandalay,Yamethin,Yamethin,MMR010023,2016-2017,Ngasein,Early,Rain,0,0,0,0
720,Mandalay,Yamethin,Pyawbwe,MMR010024,2016-2017,Ngasein,Early,Rain,0,0,0,0
721,Mandalay,Mandalay,Aungmyethazan,MMR010001,2016-2017,Ngasein,Medium,Hot,0,0,0,0
722,Mandalay,Mandalay,Chanayethazan,MMR010002,2016-2017,Ngasein,Medium,Hot,0,0,0,0
723,Mandalay,Mandalay,Mahaaungmye,MMR010003,2016-2017,Ngasein,Medium,Hot,0,0,0,0
724,Mandalay,Mandalay,Chanmyathazi,MMR010004,2016-2017,Ngasein,Medium,Hot,0,0,0,0
725,Mandalay,Mandalay,Pyigyidagon,MMR010005,2016-2017,Ngasein,Medium,Hot,0,0,0,0
726,Mandalay,Mandalay,Amarapura,MMR010006,2016-2017,Ngasein,Medium,Hot,0,0,0,0
727,Mandalay,Mandalay,Patheingyi,MMR010007,2016-2017,Ngasein,Medium,Hot,0,0,0,0
728,Mandalay,Pyinoolwin,Pyinoolwin,MMR010008,2016-2017,Ngasein,Medium,Hot,0,0,0,0
729,Mandalay,Pyinoolwin,Madaya,MMR010009,2016-2017,Ngasein,Medium,Hot,0,0,0,0
730,Mandalay,Pyinoolwin,Singu,MMR010010,2016-2017,Ngasein,Medium,Hot,0,0,0,0
731,Mandalay,Pyinoolwin,Mogok,MMR010011,2016-2017,Ngasein,Medium,Hot,0,0,0,0
732,Mandalay,Pyinoolwin,Thabeikkyin,MMR010012,2016-2017,Ngasein,Medium,Hot,0,0,0,0
733,Mandalay,Pyinoolwin,Takaung,MMR010012702,2016-2017,Ngasein,Medium,Hot,0,0,0,0
734,Mandalay,Kyaukse,Kyaukse,MMR010013,2016-2017,Ngasein,Medium,Hot,0,0,0,0
735,Mandalay,Kyaukse,Sintgaing,MMR010014,2016-2017,Ngasein,Medium,Hot,0,0,0,0
736,Mandalay,Kyaukse,Myittha,MMR010015,2016-2017,Ngasein,Medium,Hot,0,0,0,0
737,Mandalay,Kyaukse,Tada-U,MMR010016,2016-2017,Ngasein,Medium,Hot,0,0,0,0
738,Mandalay,Meiktila,Meiktila,MMR010028,2016-2017,Ngasein,Medium,Hot,0,0,0,0
739,Mandalay,Meiktila,Mahlaing,MMR010029,2016-2017,Ngasein,Medium,Hot,0,0,0,0
