NO,REGION,DISTRICT,TOWNSHIP,TS_PCODE,YEAR,P_KINDS,MATURE,SEASON,P_ACRE,H_ACRE,Y_ACRE,Y_TIN
244,Mandalay,Mandalay,Chanmyaythazi,MMR010004,2017-2018,Ngasein,Medium,Rain,0,0,0,0
245,Mandalay,Mandalay,Pyigyitagon,MMR010005,2017-2018,Ngasein,Medium,Rain,0,0,0,0
246,Mandalay,Mandalay,Amarapura,MMR010006,2017-2018,Ngasein,Medium,Rain,0,0,0,0
247,Mandalay,Mandalay,Patheingyi,MMR010007,2017-2018,Ngasein,Medium,Rain,0,0,0,0
248,Mandalay,Pyinoolwin,Pyinoolwin,MMR010008,2017-2018,Ngasein,Medium,Rain,0,0,0,0
249,Mandalay,Pyinoolwin,Madaya,MMR010009,2017-2018,Ngasein,Medium,Rain,10708,10708,68.59,734410
250,Mandalay,Pyinoolwin,Singu,MMR010010,2017-2018,Ngasein,Medium,Rain,0,0,0,0
251,Mandalay,Pyinoolwin,Mogoke,MMR010011,2017-2018,Ngasein,Medium,Rain,0,0,0,0
252,Mandalay,Pyinoolwin,Thabeikkyin,MMR010012,2017-2018,Ngasein,Medium,Rain,0,0,0,0
253,Mandalay,Pyinoolwin,Takaung,MMR010012702,2017-2018,Ngasein,Medium,Rain,0,0,0,0
254,Mandalay,Kyaukse,Kyaukse,MMR010013,2017-2018,Ngasein,Medium,Rain,0,0,0,0
255,Mandalay,Kyaukse,Sintgaing,MMR010014,2017-2018,Ngasein,Medium,Rain,0,0,0,0
256,Mandalay,Kyaukse,Myittha,MMR010015,2017-2018,Ngasein,Medium,Rain,0,0,0,0
257,Mandalay,Kyaukse,Tada_U,MMR010016,2017-2018,Ngasein,Medium,Rain,0,0,0,0
258,Mandalay,Meiktila,Meiktila,MMR010028,2017-2018,Ngasein,Medium,Rain,5210,5210,52.35,272746
259,Mandalay,Meiktila,Mahlaing,MMR010029,2017-2018,Ngasein,Medium,Rain,1922,1922,50.88,97790
260,Mandalay,Meiktila,Thazi,MMR010030,2017-2018,Ngasein,Medium,Rain,10685,10685,50.04,534678
261,Mandalay,Meiktila,Wundwin,MMR010031,2017-2018,Ngasein,Medium,Rain,11899,11899,33,392644
262,Mandalay,Myingyan,Myingyan,MMR010017,2017-2018,Ngasein,Medium,Rain,0,0,0,0
263,Mandalay,Myingyan,Taungtha,MMR010018,2017-2018,Ngasein,Medium,Rain,0,0,0,0
264,Mandalay,Myingyan,Natogyi,MMR010019,2017-2018,Ngasein,Medium,Rain,1622,1622,55.83,90561
265,Mandalay,Myingyan,Ngazun,MMR010021,2017-2018,Ngasein,Medium,Rain,0,0,0,0
266,Mandalay,Nyaung_U,Nyaung_U,MMR010022,2017-2018,Ngasein,Medium,Rain,0,0,0,0
267,Mandalay,Nyaung_U,Kyaukpadaung,MMR010020,2017-2018,Ngasein,Medium,Rain,0,0,0,0
268,Mandalay,Nyaung_U,Ngathayauk,MMR010022703,2017-2018,Ngasein,Medium,Rain,0,0,0,0
269,Mandalay,Yamethin,Yamethin,MMR010023,2017-2018,Ngasein,Medium,Rain,0,0,0,0
270,Mandalay,Yamethin,Pyawbwe,MMR010024,2017-2018,Ngasein,Medium,Rain,0,0,0,0
271,Mandalay,Mandalay,Aungmyaythazan,MMR010001,2017-2018,Ngasein,Early,Rain,0,0,0,0
272,Mandalay,Mandalay,Chanayethazan,MMR010002,2017-2018,Ngasein,Early,Rain,0,0,0,0
273,Mandalay,Mandalay,Mahaaungmyay,MMR010003,2017-2018,Ngasein,Early,Rain,0,0,0,0
274,Mandalay,Mandalay,Chanmyaythazi,MMR010004,2017-2018,Ngasein,Early,Rain,0,0,0,0
275,Mandalay,Mandalay,Pyigyitagon,MMR010005,2017-2018,Ngasein,Early,Rain,0,0,0,0
276,Mandalay,Mandalay,Amarapura,MMR010006,2017-2018,Ngasein,Early,Rain,0,0,0,0
277,Mandalay,Mandalay,Patheingyi,MMR010007,2017-2018,Ngasein,Early,Rain,0,0,0,0
278,Mandalay,Pyinoolwin,Pyinoolwin,MMR010008,2017-2018,Ngasein,Early,Rain,0,0,0,0
279,Mandalay,Pyinoolwin,Madaya,MMR010009,2017-2018,Ngasein,Early,Rain,0,0,0,0
280,Mandalay,Pyinoolwin,Singu,MMR010010,2017-2018,Ngasein,Early,Rain,8644,8644,57.02,492881
281,Mandalay,Pyinoolwin,Mogoke,MMR010011,2017-2018,Ngasein,Early,Rain,0,0,0,0
282,Mandalay,Pyinoolwin,Thabeikkyin,MMR010012,2017-2018,Ngasein,Early,Rain,0,0,0,0
283,Mandalay,Pyinoolwin,Takaung,MMR010012702,2017-2018,Ngasein,Early,Rain,0,0,0,0
284,Mandalay,Kyaukse,Kyaukse,MMR010013,2017-2018,Ngasein,Early,Rain,0,0,0,0
285,Mandalay,Kyaukse,Sintgaing,MMR010014,2017-2018,Ngasein,Early,Rain,0,0,0,0
286,Mandalay,Kyaukse,Myittha,MMR010015,2017-2018,Ngasein,Early,Rain,0,0,0,0
287,Mandalay,Kyaukse,Tada_U,MMR010016,2017-2018,Ngasein,Early,Rain,0,0,0,0
288,Mandalay,Meiktila,Meiktila,MMR010028,2017-2018,Ngasein,Early,Rain,0,0,0,0
289,Mandalay,Meiktila,Mahlaing,MMR010029,2017-2018,Ngasein,Early,Rain,0,0,0,0
290,Mandalay,Meiktila,Thazi,MMR010030,2017-2018,Ngasein,Early,Rain,0,0,0,0
291,Mandalay,Meiktila,Wundwin,MMR010031,2017-2018,Ngasein,Early,Rain,0,0,0,0
292,Mandalay,Myingyan,Myingyan,MMR010017,2017-2018,Ngasein,Early,Rain,0,0,0,0
293,Mandalay,Myingyan,Taungtha,MMR010018,2017-2018,Ngasein,Early,Rain,0,0,0,0
294,Mandalay,Myingyan,Natogyi,MMR010019,2017-2018,Ngasein,Early,Rain,0,0,0,0
295,Mandalay,Myingyan,Ngazun,MMR010021,2017-2018,Ngasein,Early,Rain,0,0,0,0
296,Mandalay,Nyaung_U,Nyaung_U,MMR010022,2017-2018,Ngasein,Early,Rain,0,0,0,0
297,Mandalay,Nyaung_U,Kyaukpadaung,MMR010020,2017-2018,Ngasein,Early,Rain,0,0,0,0
298,Mandalay,Nyaung_U,Ngathayauk,MMR010022703,2017-2018,Ngasein,Early,Rain,0,0,0,0
299,Mandalay,Yamethin,Yamethin,MMR010023,2017-2018,Ngasein,Early,Rain,0,0,0,0
300,Mandalay,Yamethin,Pyawbwe,MMR010024,2017-2018,Ngasein,Early,Rain,0,0,0,0
301,Mandalay,Mandalay,Aungmyaythazan,MMR010001,2017-2018,Ngasein,Early,Hot,0,0,0,0
302,Mandalay,Mandalay,Chanayethazan,MMR010002,2017-2018,Ngasein,Early,Hot,0,0,0,0
303,Mandalay,Mandalay,Mahaaungmyay,MMR010003,2017-2018,Ngasein,Early,Hot,0,0,0,0
304,Mandalay,Mandalay,Chanmyaythazi,MMR010004,2017-2018,Ngasein,Early,Hot,0,0,0,0
305,Mandalay,Mandalay,Pyigyitagon,MMR010005,2017-2018,Ngasein,Early,Hot,0,0,0,0
306,Mandalay,Mandalay,Amarapura,MMR010006,2017-2018,Ngasein,Early,Hot,0,0,0,0
307,Mandalay,Mandalay,Patheingyi,MMR010007,2017-2018,Ngasein,Early,Hot,0,0,0,0
308,Mandalay,Pyinoolwin,Pyinoolwin,MMR010008,2017-2018,Ngasein,Early,Hot,0,0,0,0
309,Mandalay,Pyinoolwin,Madaya,MMR010009,2017-2018,Ngasein,Early,Hot,0,0,0,0
310,Mandalay,Pyinoolwin,Singu,MMR010010,2017-2018,Ngasein,Early,Hot,8644,8644,57.02,492881
311,Mandalay,Pyinoolwin,Mogoke,MMR010011,2017-2018,Ngasein,Early,Hot,0,0,0,0
312,Mandalay,Pyinoolwin,Thabeikkyin,MMR010012,2017-2018,Ngasein,Early,Hot,0,0,0,0
313,Mandalay,Pyinoolwin,Takaung,MMR010012702,2017-2018,Ngasein,Early,Hot,0,0,0,0
314,Mandalay,Kyaukse,Kyaukse,MMR010013,2017-2018,Ngasein,Early,Hot,0,0,0,0
315,Mandalay,Kyaukse,Sintgaing,MMR010014,2017-2018,Ngasein,Early,Hot,0,0,0,0
316,Mandalay,Kyaukse,Myittha,MMR010015,2017-2018,Ngasein,Early,Hot,0,0,0,0
317,Mandalay,Kyaukse,Tada_U,MMR010016,2017-2018,Ngasein,Early,Hot,0,0,0,0
318,Mandalay,Meiktila,Meiktila,MMR010028,2017-2018,Ngasein,Early,Hot,0,0,0,0
319,Mandalay,Meiktila,Mahlaing,MMR010029,2017-2018,Ngasein,Early,Hot,0,0,0,0
320,Mandalay,Meiktila,Thazi,MMR010030,2017-2018,Ngasein,Early,Hot,0,0,0,0
321,Mandalay,Meiktila,Wundwin,MMR010031,2017-2018,Ngasein,Early,Hot,0,0,0,0
322,Mandalay,Myingyan,Myingyan,MMR010017,2017-2018,Ngasein,Early,Hot,0,0,0,0
323,Mandalay,Myingyan,Taungtha,MMR010018,2017-2018,Ngasein,Early,Hot,0,0,0,0
324,Mandalay,Myingyan,Natogyi,MMR010019,2017-2018,Ngasein,Early,Hot,0,0,0,0
325,Mandalay,Myingyan,Ngazun,MMR010021,2017-2018,Ngasein,Early,Hot,0,0,0,0
326,Mandalay,Nyaung_U,Nyaung_U,MMR010022,2017-2018,Ngasein,Early,Hot,0,0,0,0
327,Mandalay,Nyaung_U,Kyaukpadaung,MMR010020,2017-2018,Ngasein,Early,Hot,0,0,0,0
328,Mandalay,Nyaung_U,Ngathayauk,MMR010022703,2017-2018,Ngasein,Early,Hot,0,0,0,0
329,Mandalay,Yamethin,Yamethin,MMR010023,2017-2018,Ngasein,Early,Hot,0,0,0,0
330,Mandalay,Yamethin,Pyawbwe,MMR010024,2017-2018,Ngasein,Early,Hot,0,0,0,0
331,Mandalay,Mandalay,Aungmyaythazan,MMR010001,2017-2018,White_Glutinous,Early,Rain,0,0,0,0
332,Mandalay,Mandalay,Chanayethazan,MMR010002,2017-2018,White_Glutinous,Early,Rain,0,0,0,0
333,Mandalay,Mandalay,Mahaaungmyay,MMR010003,2017-2018,White_Glutinous,Early,Rain,0,0,0,0
334,Mandalay,Mandalay,Chanmyaythazi,MMR010004,2017-2018,White_Glutinous,Early,Rain,0,0,0,0
335,Mandalay,Mandalay,Pyigyitagon,MMR010005,2017-2018,White_Glutinous,Early,Rain,0,0,0,0
336,Mandalay,Mandalay,Amarapura,MMR010006,2017-2018,White_Glutinous,Early,Rain,0,0,0,0
337,Mandalay,Mandalay,Patheingyi,MMR010007,2017-2018,White_Glutinous,Early,Rain,0,0,0,0
338,Mandalay,Pyinoolwin,Pyinoolwin,MMR010008,2017-2018,White_Glutinous,Early,Rain,0,0,0,0
339,Mandalay,Pyinoolwin,Madaya,MMR010009,2017-2018,White_Glutinous,Early,Rain,0,0,0,0
340,Mandalay,Pyinoolwin,Singu,MMR010010,2017-2018,White_Glutinous,Early,Rain,25,25,69.4,1735
341,Mandalay,Pyinoolwin,Mogoke,MMR010011,2017-2018,White_Glutinous,Early,Rain,0,0,0,0
342,Mandalay,Pyinoolwin,Thabeikkyin,MMR010012,2017-2018,White_Glutinous,Early,Rain,0,0,0,0
343,Mandalay,Pyinoolwin,Takaung,MMR010012702,2017-2018,White_Glutinous,Early,Rain,0,0,0,0
344,Mandalay,Kyaukse,Kyaukse,MMR010013,2017-2018,White_Glutinous,Early,Rain,0,0,0,0
345,Mandalay,Kyaukse,Sintgaing,MMR010014,2017-2018,White_Glutinous,Early,Rain,0,0,0,0
346,Mandalay,Kyaukse,Myittha,MMR010015,2017-2018,White_Glutinous,Early,Rain,0,0,0,0
347,Mandalay,Kyaukse,Tada_U,MMR010016,2017-2018,White_Glutinous,Early,Rain,0,0,0,0
348,Mandalay,Meiktila,Meiktila,MMR010028,2017-2018,White_Glutinous,Early,Rain,0,0,0,0
349,Mandalay,Meiktila,Mahlaing,MMR010029,2017-2018,White_Glutinous,Early,Rain,0,0,0,0
350,Mandalay,Meiktila,Thazi,MMR010030,2017-2018,White_Glutinous,Early,Rain,0,0,0,0
351,Mandalay,Meiktila,Wundwin,MMR010031,2017-2018,White_Glutinous,Early,Rain,0,0,0,0
352,Mandalay,Myingyan,Myingyan,MMR010017,2017-2018,White_Glutinous,Early,Rain,0,0,0,0
353,Mandalay,Myingyan,Taungtha,MMR010018,2017-2018,White_Glutinous,Early,Rain,0,0,0,0
354,Mandalay,Myingyan,Natogyi,MMR010019,2017-2018,White_Glutinous,Early,Rain,0,0,0,0
355,Mandalay,Myingyan,Ngazun,MMR010021,2017-2018,White_Glutinous,Early,Rain,0,0,0,0
356,Mandalay,Nyaung_U,Nyaung_U,MMR010022,2017-2018,White_Glutinous,Early,Rain,0,0,0,0
357,Mandalay,Nyaung_U,Kyaukpadaung,MMR010020,2017-2018,White_Glutinous,Early,Rain,0,0,0,0
358,Mandalay,Nyaung_U,Ngathayauk,MMR010022703,2017-2018,White_Glutinous,Early,Rain,0,0,0,0
359,Mandalay,Yamethin,Yamethin,MMR010023,2017-2018,White_Glutinous,Early,Rain,0,0,0,0
360,Mandalay,Yamethin,Pyawbwe,MMR010024,2017-2018,White_Glutinous,Early,Rain,0,0,0,0
361,Mandalay,Mandalay,Aungmyaythazan,MMR010001,2017-2018,Taungyar,Early,Rain,0,0,0,0
362,Mandalay,Mandalay,Chanayethazan,MMR010002,2017-2018,Taungyar,Early,Rain,0,0,0,0
363,Mandalay,Mandalay,Mahaaungmyay,MMR010003,2017-2018,Taungyar,Early,Rain,0,0,0,0
364,Mandalay,Mandalay,Chanmyaythazi,MMR010004,2017-2018,Taungyar,Early,Rain,0,0,0,0
365,Mandalay,Mandalay,Pyigyitagon,MMR010005,2017-2018,Taungyar,Early,Rain,0,0,0,0
366,Mandalay,Mandalay,Amarapura,MMR010006,2017-2018,Taungyar,Early,Rain,0,0,0,0
367,Mandalay,Mandalay,Patheingyi,MMR010007,2017-2018,Taungyar,Early,Rain,0,0,0,0
368,Mandalay,Pyinoolwin,Pyinoolwin,MMR010008,2017-2018,Taungyar,Early,Rain,0,0,0,0
369,Mandalay,Pyinoolwin,Madaya,MMR010009,2017-2018,Taungyar,Early,Rain,0,0,0,0
370,Mandalay,Pyinoolwin,Singu,MMR010010,2017-2018,Taungyar,Early,Rain,0,0,0,0
371,Mandalay,Pyinoolwin,Mogoke,MMR010011,2017-2018,Taungyar,Early,Rain,0,0,0,0
372,Mandalay,Pyinoolwin,Thabeikkyin,MMR010012,2017-2018,Taungyar,Early,Rain,0,0,0,0
373,Mandalay,Pyinoolwin,Takaung,MMR010012702,2017-2018,Taungyar,Early,Rain,0,0,0,0
374,Mandalay,Kyaukse,Kyaukse,MMR010013,2017-2018,Taungyar,Early,Rain,0,0,0,0
375,Mandalay,Kyaukse,Sintgaing,MMR010014,2017-2018,Taungyar,Early,Rain,0,0,0,0
376,Mandalay,Kyaukse,Myittha,MMR010015,2017-2018,Taungyar,Early,Rain,0,0,0,0
377,Mandalay,Kyaukse,Tada_U,MMR010016,2017-2018,Taungyar,Early,Rain,0,0,0,0
378,Mandalay,Meiktila,Meiktila,MMR010028,2017-2018,Taungyar,Early,Rain,0,0,0,0
379,Mandalay,Meiktila,Mahlaing,MMR010029,2017-2018,Taungyar,Early,Rain,0,0,0,0
380,Mandalay,Meiktila,Thazi,MMR010030,2017-2018,Taungyar,Early,Rain,0,0,0,0
381,Mandalay,Meiktila,Wundwin,MMR010031,2017-2018,Taungyar,Early,Rain,0,0,0,0
382,Mandalay,Myingyan,Myingyan,MMR010017,2017-2018,Taungyar,Early,Rain,0,0,0,0
383,Mandalay,Myingyan,Taungtha,MMR010018,2017-2018,Taungyar,Early,Rain,0,0,0,0
384,Mandalay,Myingyan,Natogyi,MMR010019,2017-2018,Taungyar,Early,Rain,0,0,0,0
385,Mandalay,Myingyan,Ngazun,MMR010021,2017-2018,Taungyar,Early,Rain,0,0,0,0
386,Mandalay,Nyaung_U,Nyaung_U,MMR010022,2017-2018,Taungyar,Early,Rain,0,0,0,0
387,Mandalay,Nyaung_U,Kyaukpadaung,MMR010020,2017-2018,Taungyar,Early,Rain,0,0,0,0
388,Mandalay,Nyaung_U,Ngathayauk,MMR010022703,2017-2018,Taungyar,Early,Rain,0,0,0,0
389,Mandalay,Yamethin,Yamethin,MMR010023,2017-2018,Taungyar,Early,Rain,655,655,56.23,36833
390,Mandalay,Yamethin,Pyawbwe,MMR010024,2017-2018,Taungyar,Early,Rain,0,0,0,0
391,Mandalay,Mandalay,Aungmyethazan,MMR010001,2016-2017,Emahta,Medium,Rain,0,0,0,0
392,Mandalay,Mandalay,Chanayethazan,MMR010002,2016-2017,Emahta,Medium,Rain,0,0,0,0
393,Mandalay,Mandalay,Mahaaungmye,MMR010003,2016-2017,Emahta,Medium,Rain,0,0,0,0
394,Mandalay,Mandalay,Chanmyathazi,MMR010004,2016-2017,Emahta,Medium,Rain,0,0,0,0
395,Mandalay,Mandalay,Pyigyidagon,MMR010005,2016-2017,Emahta,Medium,Rain,0,0,0,0
396,Mandalay,Mandalay,Amarapura,MMR010006,2016-2017,Emahta,Medium,Rain,0,0,0,0
397,Mandalay,Mandalay,Patheingyi,MMR010007,2016-2017,Emahta,Medium,Rain,0,0,0,0
398,Mandalay,Pyinoolwin,Pyinoolwin,MMR010008,2016-2017,Emahta,Medium,Rain,4463,4463,93.4,416857
399,Mandalay,Pyinoolwin,Madaya,MMR010009,2016-2017,Emahta,Medium,Rain,10708,10708,0,726679
400,Mandalay,Pyinoolwin,Singu,MMR010010,2016-2017,Emahta,Medium,Rain,0,0,0,0
401,Mandalay,Pyinoolwin,Mogok,MMR010011,2016-2017,Emahta,Medium,Rain,2412,2412,78.9,190311
402,Mandalay,Pyinoolwin,Thabeikkyin,MMR010012,2016-2017,Emahta,Medium,Rain,1265,1265,79.69,100803
403,Mandalay,Pyinoolwin,Takaung,MMR010012702,2016-2017,Emahta,Medium,Rain,406,406,62.99,25573
404,Mandalay,Kyaukse,Kyaukse,MMR010013,2016-2017,Emahta,Medium,Rain,0,0,0,0
405,Mandalay,Kyaukse,Sintgaing,MMR010014,2016-2017,Emahta,Medium,Rain,0,0,0,0
406,Mandalay,Kyaukse,Myittha,MMR010015,2016-2017,Emahta,Medium,Rain,0,0,0,0
407,Mandalay,Kyaukse,Tada-U,MMR010016,2016-2017,Emahta,Medium,Rain,0,0,0,0
408,Mandalay,Meiktila,Meiktila,MMR010028,2016-2017,Emahta,Medium,Rain,0,0,0,0
409,Mandalay,Meiktila,Mahlaing,MMR010029,2016-2017,Emahta,Medium,Rain,0,0,0,0
410,Mandalay,Meiktila,Thazi,MMR010030,2016-2017,Emahta,Medium,Rain,0,0,0,0
411,Mandalay,Meiktila,Wundwin,MMR010031,2016-2017,Emahta,Medium,Rain,0,0,0,0
412,Mandalay,Myingyan,Myingyan,MMR010017,2016-2017,Emahta,Medium,Rain,0,0,0,0
413,Mandalay,Myingyan,Taungtha,MMR010018,2016-2017,Emahta,Medium,Rain,0,0,0,0
414,Mandalay,Myingyan,Natogyi,MMR010019,2016-2017,Emahta,Medium,Rain,0,0,0,0
415,Mandalay,Myingyan,Ngazun,MMR010021,2016-2017,Emahta,Medium,Rain,0,0,0,0
416,Mandalay,Nyaung-U,Nyaung-U,MMR010022,2016-2017,Emahta,Medium,Rain,0,0,0,0
417,Mandalay,Nyaung-U,Kyaukpadaung,MMR010020,2016-2017,Emahta,Medium,Rain,0,0,0,0
418,Mandalay,Nyaung-U,Ngathayauk,MMR010022703,2016-2017,Emahta,Medium,Rain,0,0,0,0
419,Mandalay,Yamethin,Yamethin,MMR010023,2016-2017,Emahta,Medium,Rain,9696,9696,63.76,618252
420,Mandalay,Yamethin,Pyawbwe,MMR010024,2016-2017,Emahta,Medium,Rain,2467,2467,62,152946
421,Mandalay,Mandalay,Aungmyethazan,MMR010001,2016-2017,Emahta,Early,Rain,22,22,108.14,2379
422,Mandalay,Mandalay,Chanayethazan,MMR010002,2016-2017,Emahta,Early,Rain,0,0,0,0
423,Mandalay,Mandalay,Mahaaungmye,MMR010003,2016-2017,Emahta,Early,Rain,0,0,0,0
424,Mandalay,Mandalay,Chanmyathazi,MMR010004,2016-2017,Emahta,Early,Rain,0,0,0,0
425,Mandalay,Mandalay,Pyigyidagon,MMR010005,2016-2017,Emahta,Early,Rain,4,4,77.25,309
426,Mandalay,Mandalay,Amarapura,MMR010006,2016-2017,Emahta,Early,Rain,11608,11608,93.02,1079756
427,Mandalay,Mandalay,Patheingyi,MMR010007,2016-2017,Emahta,Early,Rain,22766,22766,95.51,2174398
428,Mandalay,Pyinoolwin,Pyinoolwin,MMR010008,2016-2017,Emahta,Early,Rain,3006,3006,39.79,119617
429,Mandalay,Pyinoolwin,Madaya,MMR010009,2016-2017,Emahta,Early,Rain,30225,30225,85.58,2586803
430,Mandalay,Pyinoolwin,Singu,MMR010010,2016-2017,Emahta,Early,Rain,1624,1624,74.83,121526
431,Mandalay,Pyinoolwin,Mogok,MMR010011,2016-2017,Emahta,Early,Rain,991,991,72.8,72145
432,Mandalay,Pyinoolwin,Thabeikkyin,MMR010012,2016-2017,Emahta,Early,Rain,0,0,0,0
433,Mandalay,Pyinoolwin,Takaung,MMR010012702,2016-2017,Emahta,Early,Rain,0,0,0,0
434,Mandalay,Kyaukse,Kyaukse,MMR010013,2016-2017,Emahta,Early,Rain,38932,38913,91.97,3548191
435,Mandalay,Kyaukse,Sintgaing,MMR010014,2016-2017,Emahta,Early,Rain,24020,24020,92.93,2286944
436,Mandalay,Kyaukse,Myittha,MMR010015,2016-2017,Emahta,Early,Rain,38623,38623,98.48,3684059
437,Mandalay,Kyaukse,Tada-U,MMR010016,2016-2017,Emahta,Early,Rain,5690,5690,92.52,546684
438,Mandalay,Meiktila,Meiktila,MMR010028,2016-2017,Emahta,Early,Rain,2226,2226,82.46,168220
439,Mandalay,Meiktila,Mahlaing,MMR010029,2016-2017,Emahta,Early,Rain,2461,2461,63.63,151735
440,Mandalay,Meiktila,Thazi,MMR010030,2016-2017,Emahta,Early,Rain,4337,4337,69.5,292305
441,Mandalay,Meiktila,Wundwin,MMR010031,2016-2017,Emahta,Early,Rain,1388,1388,76.55,98491
442,Mandalay,Myingyan,Myingyan,MMR010017,2016-2017,Emahta,Early,Rain,2122,2122,82.1,174214
443,Mandalay,Myingyan,Taungtha,MMR010018,2016-2017,Emahta,Early,Rain,2182,2182,91.93,200592
444,Mandalay,Myingyan,Natogyi,MMR010019,2016-2017,Emahta,Early,Rain,5,5,136.6,683
445,Mandalay,Myingyan,Ngazun,MMR010021,2016-2017,Emahta,Early,Rain,235,235,107.25,25204
446,Mandalay,Nyaung-U,Nyaung-U,MMR010022,2016-2017,Emahta,Early,Rain,1291,1282,85.6,109741
447,Mandalay,Nyaung-U,Kyaukpadaung,MMR010020,2016-2017,Emahta,Early,Rain,1696,1696,43.68,74087
448,Mandalay,Nyaung-U,Ngathayauk,MMR010022703,2016-2017,Emahta,Early,Rain,0,0,0,0
449,Mandalay,Yamethin,Yamethin,MMR010023,2016-2017,Emahta,Early,Rain,920,920,83.08,76437
450,Mandalay,Yamethin,Pyawbwe,MMR010024,2016-2017,Emahta,Early,Rain,412,412,143.72,59214
451,Mandalay,Mandalay,Aungmyethazan,MMR010001,2016-2017,Emahta,Medium,Hot,0,0,0,0
452,Mandalay,Mandalay,Chanayethazan,MMR010002,2016-2017,Emahta,Medium,Hot,0,0,0,0
453,Mandalay,Mandalay,Mahaaungmye,MMR010003,2016-2017,Emahta,Medium,Hot,0,0,0,0
454,Mandalay,Mandalay,Chanmyathazi,MMR010004,2016-2017,Emahta,Medium,Hot,0,0,0,0
455,Mandalay,Mandalay,Pyigyidagon,MMR010005,2016-2017,Emahta,Medium,Hot,0,0,0,0
456,Mandalay,Mandalay,Amarapura,MMR010006,2016-2017,Emahta,Medium,Hot,0,0,0,0
457,Mandalay,Mandalay,Patheingyi,MMR010007,2016-2017,Emahta,Medium,Hot,0,0,0,0
458,Mandalay,Pyinoolwin,Pyinoolwin,MMR010008,2016-2017,Emahta,Medium,Hot,0,0,0,0
459,Mandalay,Pyinoolwin,Madaya,MMR010009,2016-2017,Emahta,Medium,Hot,779,0,0,0
460,Mandalay,Pyinoolwin,Singu,MMR010010,2016-2017,Emahta,Medium,Hot,0,0,0,0
461,Mandalay,Pyinoolwin,Mogok,MMR010011,2016-2017,Emahta,Medium,Hot,0,0,0,0
462,Mandalay,Pyinoolwin,Thabeikkyin,MMR010012,2016-2017,Emahta,Medium,Hot,243,0,0,0
463,Mandalay,Pyinoolwin,Takaung,MMR010012702,2016-2017,Emahta,Medium,Hot,0,0,0,0
464,Mandalay,Kyaukse,Kyaukse,MMR010013,2016-2017,Emahta,Medium,Hot,0,0,0,0
465,Mandalay,Kyaukse,Sintgaing,MMR010014,2016-2017,Emahta,Medium,Hot,0,0,0,0
466,Mandalay,Kyaukse,Myittha,MMR010015,2016-2017,Emahta,Medium,Hot,0,0,0,0
467,Mandalay,Kyaukse,Tada-U,MMR010016,2016-2017,Emahta,Medium,Hot,0,0,0,0
468,Mandalay,Meiktila,Meiktila,MMR010028,2016-2017,Emahta,Medium,Hot,0,0,0,0
469,Mandalay,Meiktila,Mahlaing,MMR010029,2016-2017,Emahta,Medium,Hot,0,0,0,0
470,Mandalay,Meiktila,Thazi,MMR010030,2016-2017,Emahta,Medium,Hot,0,0,0,0
471,Mandalay,Meiktila,Wundwin,MMR010031,2016-2017,Emahta,Medium,Hot,0,0,0,0
472,Mandalay,Myingyan,Myingyan,MMR010017,2016-2017,Emahta,Medium,Hot,0,0,0,0
473,Mandalay,Myingyan,Taungtha,MMR010018,2016-2017,Emahta,Medium,Hot,0,0,0,0
474,Mandalay,Myingyan,Natogyi,MMR010019,2016-2017,Emahta,Medium,Hot,0,0,0,0
475,Mandalay,Myingyan,Ngazun,MMR010021,2016-2017,Emahta,Medium,Hot,0,0,0,0
476,Mandalay,Nyaung-U,Nyaung-U,MMR010022,2016-2017,Emahta,Medium,Hot,0,0,0,0
477,Mandalay,Nyaung-U,Kyaukpadaung,MMR010020,2016-2017,Emahta,Medium,Hot,0,0,0,0
478,Mandalay,Nyaung-U,Ngathayauk,MMR010022703,2016-2017,Emahta,Medium,Hot,0,0,0,0
479,Mandalay,Yamethin,Yamethin,MMR010023,2016-2017,Emahta,Medium,Hot,0,0,0,0
480,Mandalay,Yamethin,Pyawbwe,MMR010024,2016-2017,Emahta,Medium,Hot,1082,0,0,0
481,Mandalay,Mandalay,Aungmyethazan,MMR010001,2016-2017,Emahta,Early,Hot,23,0,0,0
482,Mandalay,Mandalay,Chanayethazan,MMR010002,2016-2017,Emahta,Early,Hot,0,0,0,0
483,Mandalay,Mandalay,Mahaaungmye,MMR010003,2016-2017,Emahta,Early,Hot,0,0,0,0
484,Mandalay,Mandalay,Chanmyathazi,MMR010004,2016-2017,Emahta,Early,Hot,0,0,0,0
485,Mandalay,Mandalay,Pyigyidagon,MMR010005,2016-2017,Emahta,Early,Hot,30,0,0,0
486,Mandalay,Mandalay,Amarapura,MMR010006,2016-2017,Emahta,Early,Hot,6155,0,0,0
487,Mandalay,Mandalay,Patheingyi,MMR010007,2016-2017,Emahta,Early,Hot,19628,0,0,0
488,Mandalay,Pyinoolwin,Pyinoolwin,MMR010008,2016-2017,Emahta,Early,Hot,0,0,0,0
489,Mandalay,Pyinoolwin,Madaya,MMR010009,2016-2017,Emahta,Early,Hot,35068,0,0,0
490,Mandalay,Pyinoolwin,Singu,MMR010010,2016-2017,Emahta,Early,Hot,1500,0,0,0
491,Mandalay,Pyinoolwin,Mogok,MMR010011,2016-2017,Emahta,Early,Hot,0,0,0,0
