NO,REGION,DISCTRIT,TOWNSHIP,TS_PCODE,YEAR,P_KINDS,P_ACRE,H_ACRE,Y_PERCENT,Y_TIN
113,Mandalay,Myingyan,Taungtha,MMR010018,2017-2018,Glutinous,0,0,0,0
114,Mandalay,Myingyan,Natogyi,MMR010019,2017-2018,Glutinous,0,0,0,0
115,Mandalay,Myingyan,Ngazun,MMR010021,2017-2018,Glutinous,0,0,0,0
116,Mandalay,Nyaung_U,Nyaung_U,MMR010022,2017-2018,Glutinous,0,0,0,0
117,Mandalay,Nyaung_U,Kyaukpadaung,MMR010020,2017-2018,Glutinous,0,0,0,0
118,Mandalay,Nyaung_U,Ngathayauk,MMR010022703,2017-2018,Glutinous,0,0,0,0
119,Mandalay,Yamethin,Yamethin,MMR010023,2017-2018,Glutinous,0,0,0,0
120,Mandalay,Yamethin,Pyawbwe,MMR010024,2017-2018,Glutinous,0,0,0,0
121,Mandalay,Mandalay,Aungmyaythazan,MMR010001,2017-2018,Taungyar,0,0,0,0
122,Mandalay,Mandalay,Chanayethazan,MMR010002,2017-2018,Taungyar,0,0,0,0
123,Mandalay,Mandalay,Mahaaungmyay,MMR010003,2017-2018,Taungyar,0,0,0,0
124,Mandalay,Mandalay,Chanmyaythazi,MMR010004,2017-2018,Taungyar,0,0,0,0
125,Mandalay,Mandalay,Pyigyitagon,MMR010005,2017-2018,Taungyar,0,0,0,0
126,Mandalay,Mandalay,Amarapura,MMR010006,2017-2018,Taungyar,0,0,0,0
127,Mandalay,Mandalay,Patheingyi,MMR010007,2017-2018,Taungyar,0,0,0,0
128,Mandalay,Pyinoolwin,Pyinoolwin,MMR010008,2017-2018,Taungyar,0,0,0,0
129,Mandalay,Pyinoolwin,Madaya,MMR010009,2017-2018,Taungyar,0,0,0,0
130,Mandalay,Pyinoolwin,Singu,MMR010010,2017-2018,Taungyar,0,0,0,0
131,Mandalay,Pyinoolwin,Mogoke,MMR010011,2017-2018,Taungyar,0,0,0,0
132,Mandalay,Pyinoolwin,Thabeikkyin,MMR010012,2017-2018,Taungyar,0,0,0,0
133,Mandalay,Pyinoolwin,Tatkaung,MMR010012702,2017-2018,Taungyar,0,0,0,0
134,Mandalay,Kyaukse,Kyaukse,MMR010013,2017-2018,Taungyar,0,0,0,0
135,Mandalay,Kyaukse,Sintgaing,MMR010014,2017-2018,Taungyar,0,0,0,0
136,Mandalay,Kyaukse,Myittha,MMR010015,2017-2018,Taungyar,0,0,0,0
137,Mandalay,Kyaukse,Tada_U,MMR010016,2017-2018,Taungyar,0,0,0,0
138,Mandalay,Meiktila,Meiktila,MMR010028,2017-2018,Taungyar,0,0,0,0
139,Mandalay,Meiktila,Mahlaing,MMR010029,2017-2018,Taungyar,0,0,0,0
140,Mandalay,Meiktila,Thazi,MMR010030,2017-2018,Taungyar,0,0,0,0
141,Mandalay,Meiktila,Wundwin,MMR010031,2017-2018,Taungyar,0,0,0,0
142,Mandalay,Myingyan,Myingyan,MMR010017,2017-2018,Taungyar,0,0,0,0
143,Mandalay,Myingyan,Taungtha,MMR010018,2017-2018,Taungyar,0,0,0,0
144,Mandalay,Myingyan,Natogyi,MMR010019,2017-2018,Taungyar,0,0,0,0
145,Mandalay,Myingyan,Ngazun,MMR010021,2017-2018,Taungyar,0,0,0,0
