ST_NAME,TS_NAME,CP_NAME,ROC2014-15,ROCP2014-15,R2014-15,ROY2014-15,ROC2015-16,ROCP2015-16,R2015-16,ROY2015-16,ROC2016-17,ROCP2016-17,R2016-17,ROY2016-17,ROC2017-18,ROCP2017-18,R2017-18,ROY2017-18,ROC2018-19,ROCP2018-19,R2018-19,ROY2018-19
Shan,Pekon,Sesame,75,75,7.07,530,57,57,7.54,430,70,70,7.66,536,70,70,7.66,536,73,73,7.69,562
Shan,Loilen,Sesame,33,33,8.55,282,33,33,8.55,282,33,33,8.55,282,33,33,8.55,282,4784,4784,9.29,44465
Shan,Laihka,Sesame,375,375,9.1,3411,302,302,8.39,2534,302,302,8.39,2534,302,302,8.38,2530,302,302,8.38,2530
Shan,Namsang,Sesame,1640,1640,8.72,14301,1640,1640,8.7,14268,1644,1644,8.73,14352,1642,1642,8.75,14368,1642,1642,8.75,14368
Shan,Ko Lam,Sesame,968,968,9.56,9254,968,968,9.55,9243,965,965,9.55,9216,962,962,9.56,9201,662,662,9.56,6329
Shan,Kunhing,Sesame,627,627,9.47,5938,627,627,9.48,5947,632,632,9.48,5991,632,632,9.48,5991,632,632,9.56,6042
Shan,Kar Li,Sesame,175,175,10.7,1872,176,176,10.8,1900,194,194,10.85,2105,194,194,10.9,2115,194,194,10.92,2118
Shan,Kyethi,Sesame,171,171,8.55,1462,175,175,8.55,1496,175,175,8.66,1516,177,177,8.7,1540,177,177,8.7,1540
Shan,Mongnawing,Sesame,589,589,9.83,5789,549,549,9.85,5368,535,535,10.07,5388,535,535,10.1,5403,535,535,10.1,5403
Shan,Mong Kung,Sesame,735,735,9.68,7116,543,543,9.57,5198,543,543,9.59,5207,543,543,9.53,5174,543,543,9.57,5197
Shan,Mong Hsu,Sesame,63,63,10.05,633,63,63,10.06,634,106,106,10.15,1076,63,63,10.27,647,64,64,10.25,656
Shan,Langkho,Sesame,11965,11965,8.3,99309,11983,11983,8.2,98260,11985,11985,8.25,98877,11979,11979,8.25,98826,8764,8764,8.25,72303
Shan,Homein,Sesame,25,25,8.4,210,26,26,8.5,221,26,26,8.23,114,26,26,8.31,216,26,26,8,208
Shan,Mongnai,Sesame,202,102,22.18,2262,189,189,11.25,2126,129,129,11.26,1453,129,129,11.28,1455,111,111,11.28,1252
Shan,Keng Taung,Sesame,575,317,19.04,6037,936,936,10.48,9809,917,917,10.69,9805,917,917,10.7,9811,228,228,10.72,2444
Shan,Mawkmai,Sesame,2695,1980,11.09,21964,2695,2695,8.25,22234,2695,2695,8.3,22369,2710,2710,8.37,22683,2701,2701,8.4,22688
Shan,Mongpan,Sesame,1150,1150,9.25,10637,982,982,10.1,9918,982,982,10.11,9928,1032,1032,10.13,10450,1032,1032,10.11,10432
Shan,Lashio,Sesame,97,97,13.27,1287,141,141,13.22,1864,144,144,12.28,1768,92,92,12.14,1117,75,75,12.12,909
Shan,Hseni,Sesame,43,43,10.09,434,38,38,10.11,384,22,22,10.18,224,25,25,10.2,255,21,21,10.19,214
Shan,Mongyai,Sesame,80,80,13.03,1042,45,45,13.04,587,45,45,13.02,586,30,30,13.07,392,32,32,13.06,418
Shan,Kunlong,Sesame,71,71,9.54,677,72,72,9.56,688,71,71,9.58,680,69,69,9.54,658,75,75,9.63,722
Shan,Namhkan,Sesame,60,60,12.98,779,51,51,12.92,659,26,26,12.88,335,56,56,12.89,722,32,32,12.72,407
Shan,Kutkai,Sesame,190,190,12.68,2410,190,190,12.69,2411,190,190,12.68,2410,173,173,12.77,2210,165,165,12.81,2114
Shan,Kyaukme,Sesame,14,14,11.36,159,,,,,136,136,18.23,2479,,,,,,,,
Shan,Hsipaw,Sesame,4826,4826,14.69,70905,4669,4669,14.71,68662,4249,4249,14.72,62559,3115,3115,14.85,46258,3248,3248,14.72,47806
Shan,Nawnghkio,Sesame,57,57,14.11,804,60,60,14.2,852,60,60,14.3,858,60,60,14.3,858,25,25,14.4,360
Shan,Namtu,Sesame,292,292,13.45,3928,290,290,13.51,3981,295,295,13.49,3979,145,145,17.14,2485,315,315,14.73,4639
Shan,Manton,Sesame,48,48,10,480,48,48,7.79,374,48,48,7.79,374,48,48,7.79,374,48,48,14.83,712
Shan,Mongmit,Sesame,759,759,15.14,11495,815,815,15.58,12696,815,815,15.19,12380,8,8,16.38,131,768,616,16.99,10464
Shan,Mabein,Sesame,3222,3222,11.13,35856,,,,,3742,3742,10.69,40005,875,875,5.8,5075,4631,4576,11.62,53173
